frame,track_id,class,mph,m_per_s,zone_event
324,26,car,35.6,16.711,
324,29,car,17.0,7.198,
324,34,car,35.6,15.863,
324,38,car,41.4,19.204,
324,39,car,19.6,9.316,
324,40,truck,1.8,0.492,
324,41,truck,19.4,6.683,
325,2,car,4.3,2.133,
325,11,car,4.7,3.384,
325,14,truck,7.8,3.297,
325,18,car,14.1,4.687,
325,20,car,34.8,15.203,
325,22,truck,11.0,3.485,
325,26,car,35.0,15.208,
325,29,car,17.0,8.247,
325,34,car,35.8,15.993,
325,38,car,41.1,17.954,
325,39,car,19.4,7.859,
325,40,truck,1.7,0.019,
325,41,truck,19.9,6.683,
326,2,car,4.2,1.68,
326,11,car,5.0,2.737,
326,14,truck,8.1,4.922,
326,18,car,13.9,6.077,
326,20,car,34.9,16.452,
326,22,truck,10.8,4.941,
326,26,car,35.2,16.197,
326,29,car,16.6,6.8,
326,34,car,35.5,15.7,
326,38,car,40.6,17.351,zone_1:enter
326,39,car,19.5,8.81,
326,40,truck,1.4,0.019,
326,41,truck,20.2,6.486,
327,2,car,4.4,2.747,
327,11,car,5.3,2.32,
327,14,truck,8.9,4.723,
327,18,car,14.1,6.151,
327,20,car,35.4,16.21,
327,22,truck,10.4,3.655,
327,26,car,35.0,14.814,
327,29,car,15.9,5.928,
327,34,car,35.8,16.079,
327,38,car,40.7,18.458,
327,39,car,19.0,8.028,
327,40,truck,1.4,0.019,
327,41,truck,20.7,6.683,
327,42,car,12.6,4.709,
328,2,car,4.7,2.702,
328,11,car,5.4,1.951,
328,14,truck,8.8,3.559,
328,18,car,13.8,5.673,
328,20,car,35.3,15.315,
328,22,truck,10.6,6.644,
328,26,car,35.1,16.194,
328,29,car,15.6,6.527,
328,34,car,35.5,15.896,
328,38,car,40.4,16.914,
328,39,car,19.4,8.85,
328,40,truck,1.9,2.66,
328,41,truck,14.8,6.486,
328,42,car,12.1,4.571,
329,2,car,4.7,2.123,
329,11,car,5.5,1.574,
329,14,truck,8.6,4.734,
329,18,car,13.1,6.9,
329,20,car,35.0,15.417,
329,22,truck,10.4,4.805,
329,26,car,34.8,14.601,
329,29,car,15.7,6.875,
329,34,car,35.6,16.3,
329,38,car,40.6,18.598,
329,39,car,18.8,7.459,
329,40,truck,1.5,0.24,
329,41,truck,14.8,6.683,
329,42,car,11.9,4.709,
330,2,car,4.9,2.356,
330,11,car,5.3,1.685,
330,14,truck,9.4,5.158,
330,18,car,13.0,5.487,
330,20,car,34.9,15.131,
330,22,truck,10.3,4.301,
330,26,car,35.3,16.837,
330,29,car,15.8,7.877,
330,34,car,35.7,15.939,
330,38,car,40.5,18.397,
330,39,car,18.9,8.764,
330,40,truck,1.2,0.24,
330,41,truck,14.8,6.683,
330,42,car,11.7,4.709,
330,44,car,16.3,7.786,
331,2,car,5.0,2.016,
331,11,car,4.9,1.8,
331,14,truck,9.9,4.541,
331,18,car,12.9,5.495,
331,20,car,35.3,16.882,
331,22,truck,10.3,4.529,
331,26,car,34.7,14.882,
331,29,car,15.4,6.085,
331,34,car,35.6,15.626,
331,38,car,39.8,16.846,
331,39,car,18.5,8.083,
331,40,truck,1.1,0.233,
331,41,truck,14.8,6.486,
331,42,car,11.2,4.571,
331,44,car,16.3,7.307,
332,2,car,5.0,2.165,
332,11,car,4.2,1.235,
332,14,truck,9.9,3.426,
332,18,car,13.7,7.017,
332,20,car,35.3,15.142,
332,22,truck,10.5,3.982,
332,26,car,35.0,16.024,
332,29,car,14.6,5.549,
332,34,car,35.6,15.895,
332,38,car,39.7,17.621,
332,39,car,18.8,8.804,
332,40,truck,1.2,0.24,
332,41,truck,14.8,6.683,
332,42,car,10.4,4.709,
332,44,car,16.2,6.98,
333,2,car,5.1,1.893,
333,11,car,3.8,1.315,
333,14,truck,9.6,4.011,
333,18,car,14.0,7.009,
333,20,car,34.8,14.918,
333,22,truck,10.3,4.331,
333,26,car,34.7,15.381,
333,29,car,14.6,6.853,
333,34,car,35.9,16.702,
333,38,car,39.9,17.946,
333,39,car,18.4,7.606,
333,40,truck,1.2,0.24,
333,41,truck,14.8,6.683,
333,42,car,10.4,4.709,
333,44,car,16.0,6.727,
334,2,car,4.9,2.116,
334,11,car,3.5,1.374,
334,14,truck,9.8,5.152,
334,18,car,13.7,5.394,
334,20,car,34.5,15.037,
334,22,truck,10.5,4.275,
334,26,car,35.0,15.666,
334,29,car,14.8,6.499,
334,34,car,35.7,15.378,
334,38,car,39.6,17.452,
334,39,car,18.7,8.844,
334,40,truck,1.3,0.233,
334,41,truck,14.8,6.486,
334,42,car,10.4,4.571,
334,44,car,16.2,7.729,
335,2,car,4.5,1.463,
335,11,car,3.1,0.596,
335,14,truck,9.9,4.017,
335,18,car,13.7,5.483,
335,20,car,34.6,15.892,
335,22,truck,10.2,5.557,
335,26,car,35.1,16.31,
335,29,car,15.0,7.351,
335,34,car,36.0,16.69,
335,38,car,39.8,17.65,
335,39,car,18.3,7.729,
335,40,truck,0.5,0.24,
335,41,truck,14.8,6.683,
335,42,car,10.4,4.709,
335,44,car,18.7,14.416,
336,2,car,4.4,1.711,
336,11,car,2.7,0.555,
336,14,truck,9.3,2.954,
336,18,car,12.8,4.316,
336,20,car,35.0,16.39,
336,22,truck,10.1,4.719,
336,26,car,35.4,15.777,
336,29,car,14.9,6.4,
336,34,car,35.8,15.743,
336,38,car,39.5,17.637,
336,39,car,18.7,8.734,
336,40,truck,0.5,0.24,
336,41,truck,14.8,6.683,
336,42,car,10.4,4.709,
336,44,car,21.5,16.389,
337,2,car,4.1,1.442,
337,11,car,2.5,1.064,
337,14,truck,8.7,3.275,
337,18,car,12.7,4.929,
337,20,car,35.0,15.147,
337,22,truck,10.0,3.994,
337,26,car,35.1,15.786,
337,29,car,14.0,4.962,
337,34,car,36.0,16.5,
337,38,car,39.3,17.801,
337,39,car,18.1,7.003,
337,40,truck,0.5,0.233,
337,42,car,10.4,4.571,
337,44,truck,19.9,2.86,
338,2,car,4.1,2.187,
338,11,car,2.2,0.869,
338,14,truck,8.8,4.607,
338,18,car,12.5,4.868,
338,20,car,34.9,16.818,
338,22,truck,9.9,4.136,
338,26,car,35.4,15.861,
338,29,car,14.1,6.455,
338,34,car,36.1,16.12,
338,38,car,39.4,17.074,
338,39,car,17.9,7.23,
338,40,truck,3.3,8.895,
338,42,car,10.4,4.709,
338,44,truck,20.2,8.184,
339,2,car,4.1,2.013,
339,11,car,2.2,1.201,
339,14,truck,8.9,3.682,
339,18,car,13.0,8.658,
339,20,car,34.9,14.921,
339,22,truck,9.8,3.763,
339,26,car,35.2,15.273,
339,29,car,14.3,6.221,
339,34,car,36.3,16.448,
339,38,car,39.4,17.648,
339,39,car,17.8,8.641,
339,40,truck,3.5,0.891,
339,42,car,10.4,4.571,
339,44,truck,21.7,11.724,
340,2,car,4.1,1.893,
340,11,car,2.0,0.635,
340,14,truck,8.5,2.871,
340,18,car,12.8,6.346,
340,20,car,35.6,17.217,
340,22,truck,9.6,3.531,
340,26,car,35.4,16.14,
340,29,car,14.4,7.083,
340,34,car,36.2,16.392,
340,38,car,39.2,17.518,
340,39,car,18.2,8.638,
340,40,truck,3.7,0.806,
340,42,car,10.4,4.709,
340,44,truck,24.1,14.021,
341,2,car,3.8,1.046,
341,11,car,1.7,0.537,
341,14,truck,7.9,3.196,
341,18,car,12.9,5.674,
341,20,car,36.0,16.17,
341,22,truck,9.5,3.922,
341,26,car,35.6,16.297,
341,29,car,14.2,5.848,
341,34,car,36.6,16.563,
341,38,car,39.5,18.139,
341,39,car,17.5,6.862,
341,40,truck,3.8,0.686,
341,44,truck,26.2,14.415,
341,46,truck,23.0,11.458,
342,2,car,3.9,1.931,
342,11,car,1.7,0.605,
342,14,truck,7.8,3.777,
342,18,car,12.4,3.861,
342,20,car,35.9,15.717,
342,22,truck,8.9,3.636,
342,26,car,35.3,15.256,
342,29,car,12.9,3.245,
342,34,car,36.4,16.226,
342,38,car,39.2,16.953,
342,39,car,17.2,6.865,
342,40,truck,4.1,1.163,
342,44,truck,26.8,16.334,
342,46,truck,18.8,2.734,
343,2,car,3.9,1.717,
343,11,car,1.7,0.445,
343,14,truck,8.3,4.525,
343,18,car,12.7,5.414,
343,20,car,36.1,16.95,
343,22,truck,8.6,4.08,
343,26,car,35.7,17.253,
343,29,car,12.8,6.122,
343,34,car,36.8,16.816,
343,38,car,39.9,19.636,
343,39,car,16.9,7.755,
343,40,truck,4.3,0.929,
343,44,truck,26.9,16.581,
343,46,truck,17.2,4.98,
344,2,car,4.3,2.725,
344,11,car,1.5,0.488,
344,14,truck,8.6,4.174,
344,18,car,12.5,4.141,
344,20,car,36.3,15.649,
344,22,truck,9.1,5.253,
344,26,car,35.4,14.823,
344,29,car,13.3,6.622,
344,34,car,36.7,16.265,
344,38,car,39.2,15.819,
344,39,car,17.5,8.817,
344,40,truck,4.5,0.652,
344,44,truck,30.8,15.189,
344,46,truck,16.8,6.647,
345,2,car,4.4,2.529,
345,11,car,1.5,0.64,
345,14,truck,8.2,3.357,
345,18,car,12.0,3.57,
345,20,car,36.6,17.947,
345,22,truck,9.0,3.986,
345,26,car,35.5,16.044,
345,29,car,13.0,5.676,
345,34,car,36.6,15.959,
345,38,car,39.1,16.683,
345,39,car,17.7,7.759,
345,40,truck,1.9,0.743,
345,44,truck,32.8,14.514,
345,46,truck,16.3,5.918,
346,2,car,4.3,1.744,
346,11,car,1.3,0.616,
346,14,truck,8.6,5.123,
346,18,car,11.5,7.046,
346,20,car,36.8,15.526,
346,22,truck,9.1,4.107,
346,26,car,35.5,15.165,
346,29,car,13.1,6.481,
346,34,car,36.8,16.969,
346,38,car,39.0,17.362,
346,39,car,17.1,6.724,
346,40,truck,2.0,1.206,
346,44,truck,34.0,15.255,
346,46,truck,17.8,6.44,
347,2,car,4.4,1.992,
347,11,car,1.2,0.329,
347,14,truck,9.3,4.999,
347,18,car,11.1,5.151,
347,20,car,36.8,17.066,
347,22,truck,9.3,3.98,
347,26,car,36.0,17.857,
347,29,car,12.2,4.218,
347,34,car,37.0,16.887,
347,38,car,39.1,17.816,
347,39,car,16.5,6.926,
347,40,truck,1.9,0.505,
347,44,truck,34.5,15.717,
347,46,truck,14.3,6.44,
348,2,car,4.8,2.23,
348,11,car,1.3,0.972,
348,14,truck,9.6,4.154,
348,18,car,10.8,4.474,
348,20,car,36.1,14.203,
348,22,truck,9.3,4.129,
348,26,car,35.3,14.005,
348,29,car,12.1,5.516,
348,34,car,36.8,15.999,
348,38,car,38.6,16.52,
348,39,car,16.8,7.649,
348,40,truck,1.7,0.161,
348,44,truck,34.6,14.598,
348,46,truck,12.6,6.251,
349,2,car,4.9,2.303,
349,11,car,1.5,1.29,
349,14,truck,9.3,2.865,
349,18,car,11.1,5.017,
349,20,car,36.6,17.107,
349,22,truck,9.2,3.279,
349,26,car,35.8,16.846,
349,29,car,12.7,5.217,
349,34,car,37.1,17.166,
349,38,car,38.9,17.808,
349,39,car,17.2,8.082,
349,40,truck,1.5,0.538,
349,44,truck,34.0,14.488,
349,46,truck,13.8,6.44,
350,2,car,4.6,1.019,
350,11,car,1.8,1.228,
350,14,truck,9.0,3.566,
350,18,car,10.8,4.424,
350,20,car,35.8,14.593,
350,22,truck,8.9,3.026,
350,26,car,35.1,14.953,
350,29,car,12.6,5.696,
350,34,car,36.9,16.092,
350,38,car,38.1,17.217,
350,39,car,16.8,6.625,
350,40,truck,1.5,0.845,
350,44,truck,32.9,13.333,
350,46,truck,14.2,6.251,
350,47,car,8.4,3.588,
351,2,car,4.6,2.585,
351,11,car,1.8,0.518,
351,14,car,9.5,5.558,
351,18,car,10.7,3.771,
351,20,car,36.5,17.729,
351,22,truck,8.3,3.583,
351,26,car,35.7,16.839,
351,29,car,12.2,5.484,
351,34,car,37.0,16.603,
351,38,car,38.6,17.394,
351,39,car,16.1,6.688,
351,40,truck,1.7,1.206,
351,44,truck,33.4,16.583,
351,46,truck,14.1,6.44,
351,47,car,8.9,5.301,
352,2,car,4.3,1.56,
352,11,car,1.8,0.68,
352,14,truck,9.3,2.868,
352,18,car,11.7,6.617,
352,20,car,34.5,11.786,
352,22,truck,8.6,4.687,
352,26,car,35.6,15.707,
352,29,car,12.3,5.902,
352,34,car,37.2,16.652,
352,38,car,38.6,16.757,
352,39,car,16.3,8.422,
352,40,truck,2.0,1.69,
352,44,truck,33.7,15.536,
352,46,truck,14.3,6.44,
352,47,car,9.4,4.81,
353,2,car,4.3,1.878,
353,11,car,1.8,0.712,
353,14,truck,8.5,2.48,
353,18,car,10.9,4.677,
353,20,car,32.8,10.277,
353,22,truck,8.7,4.486,
353,26,car,35.7,15.394,
353,29,car,11.8,4.981,
353,34,car,37.0,16.517,
353,38,car,38.5,17.097,
353,39,car,16.5,7.354,
353,40,truck,1.9,0.86,
353,44,truck,33.7,15.33,
353,46,truck,14.2,6.251,
353,47,car,9.8,4.081,
354,2,car,4.1,1.298,
354,11,car,2.1,1.144,
354,14,truck,8.0,3.546,
354,18,car,10.8,4.812,
354,20,car,29.9,7.812,
354,22,truck,8.7,4.077,
354,26,car,35.1,16.129,
354,29,car,11.9,4.594,
354,34,car,37.2,17.428,
354,38,car,38.4,17.252,
354,39,car,16.6,7.188,
354,40,truck,1.9,0.611,
354,44,truck,33.5,14.945,
354,46,truck,14.2,6.44,
354,47,car,9.3,3.887,
355,2,car,3.9,1.517,
355,11,car,2.1,1.121,
355,14,truck,7.9,3.743,
355,18,car,10.9,4.695,
355,20,car,28.9,11.124,
355,22,truck,8.5,3.406,
355,26,car,36.2,17.354,
355,29,car,11.6,4.313,
355,34,car,37.6,17.24,
355,38,car,38.8,17.864,
355,39,car,16.2,6.256,
355,40,truck,2.6,2.371,
355,44,truck,33.8,15.635,
355,46,truck,14.3,6.44,
355,47,car,9.8,3.87,
356,2,car,3.7,1.802,
356,11,car,2.1,1.086,
356,14,truck,8.1,3.627,
356,18,car,11.0,5.295,
356,20,car,25.0,4.935,
356,22,truck,8.5,3.471,
356,26,car,35.6,15.058,
356,29,car,11.6,5.209,
356,34,car,37.2,16.008,
356,38,car,38.2,16.011,
356,39,car,15.8,6.962,
356,40,truck,3.9,4.505,
356,44,truck,34.0,14.974,
356,46,truck,14.2,6.251,
356,47,car,9.5,4.198,
356,48,truck,9.0,3.461,
357,2,car,4.2,2.592,
357,11,car,2.0,0.891,
357,14,truck,7.9,2.796,
357,18,car,11.0,4.465,
357,20,car,22.6,7.122,
357,22,truck,8.9,4.296,
357,26,car,36.4,17.28,
357,29,car,11.3,4.996,
357,34,car,37.7,17.506,
357,38,car,38.4,17.734,
357,39,car,16.0,7.09,
357,40,truck,4.4,2.642,
357,44,truck,34.5,15.019,
357,46,truck,14.3,6.44,
357,47,car,9.6,3.781,
357,48,truck,8.9,3.566,
358,2,car,4.0,1.764,
358,11,car,2.1,1.066,
358,14,car,7.6,4.645,
358,18,car,11.0,3.785,
358,20,car,19.5,8.119,
358,22,truck,8.9,3.432,
358,26,car,36.1,16.171,
358,29,car,11.2,4.979,
358,34,car,37.8,16.912,
358,38,car,38.4,17.39,
358,39,car,16.2,7.549,
358,40,truck,4.6,1.698,
358,44,truck,34.0,14.916,
358,46,truck,14.3,6.44,
358,47,car,9.1,3.793,
358,48,truck,7.9,3.566,
359,2,car,3.9,1.299,
359,11,car,2.2,0.92,
359,14,car,8.2,4.785,
359,18,car,10.0,3.593,
359,20,car,18.6,8.662,
359,22,truck,8.5,3.374,
359,26,car,36.3,16.137,
359,29,car,10.8,4.841,
359,34,car,37.8,16.695,zone_1:exit
359,38,car,38.3,16.634,
359,39,car,15.9,7.258,
359,40,truck,4.2,0.578,
359,44,truck,33.7,14.661,
359,46,truck,14.2,6.251,
359,47,car,8.9,4.309,
359,48,truck,7.9,3.461,
360,2,car,4.0,2.188,
360,11,car,2.3,0.83,
360,14,car,8.7,4.032,
360,18,car,10.1,5.058,
360,20,car,18.0,8.405,
360,22,truck,7.9,2.66,
360,26,car,36.6,16.428,
360,29,car,10.8,4.939,
360,34,car,37.8,16.347,
360,38,car,38.3,16.861,
360,39,car,15.4,5.75,
360,40,truck,4.2,0.739,
360,44,truck,34.1,16.547,
360,46,truck,14.3,6.44,
360,47,car,9.3,5.186,
360,48,truck,7.9,3.566,
361,2,car,4.0,1.313,
361,11,car,2.0,0.41,
361,14,car,8.8,3.95,
361,18,car,9.8,3.755,
361,20,car,16.9,4.547,
361,22,truck,8.0,4.354,
361,26,car,36.2,15.004,
361,29,car,10.7,4.331,
361,34,car,37.6,17.045,
361,38,car,37.9,16.173,
361,39,car,15.2,6.564,
361,40,truck,4.7,2.292,
361,44,truck,34.1,14.804,
361,47,car,9.4,4.269,
361,48,truck,7.9,3.461,
362,2,car,4.5,3.055,
362,11,car,2.0,0.96,
362,14,car,8.6,3.039,
362,18,car,9.5,3.678,
362,20,car,16.7,10.429,
362,22,truck,8.1,3.74,
362,26,car,36.1,16.833,
362,29,car,10.5,3.527,
362,34,car,37.6,17.06,
362,38,car,37.9,17.753,
362,39,car,15.3,6.687,
362,40,truck,4.8,2.445,
362,44,truck,34.2,16.005,
362,47,car,9.1,2.864,
362,48,truck,7.9,3.566,
363,2,car,4.4,1.581,
363,11,car,2.3,2.234,
363,14,car,8.3,2.602,
363,18,car,8.9,3.387,
363,20,car,18.4,10.429,
363,22,truck,8.0,3.047,
363,26,car,36.5,16.435,
363,29,car,10.2,4.318,
363,34,car,38.0,17.477,
363,38,car,38.2,17.136,
363,39,car,15.4,7.142,
363,40,truck,4.0,2.054,
363,44,truck,34.2,15.195,
363,47,car,8.7,3.085,
363,48,truck,7.9,3.566,
364,2,car,4.0,1.357,
364,11,car,2.6,1.577,
364,14,car,8.3,2.895,
364,18,car,8.6,3.521,
364,20,car,19.4,10.122,
364,22,truck,7.5,2.796,
364,26,car,36.2,16.33,
364,29,car,10.0,4.502,
364,34,car,37.9,16.914,
364,38,car,37.9,16.653,
364,39,car,15.1,6.213,
364,40,truck,3.3,0.606,
364,44,truck,34.2,14.9,
364,47,car,9.6,6.524,
364,48,truck,7.9,3.461,
365,2,car,3.8,1.232,
365,11,car,2.4,0.48,
365,14,car,7.9,3.567,
365,18,car,8.3,3.096,
365,20,car,20.1,10.429,
365,22,truck,7.4,3.091,
365,26,car,36.2,16.161,
365,29,car,9.9,4.666,
365,34,car,38.1,17.57,
365,38,car,37.9,17.384,
365,39,car,14.5,5.693,
365,40,truck,3.0,0.624,
365,44,truck,34.4,15.431,
365,47,car,10.1,5.314,
365,48,truck,7.9,3.566,
366,2,car,4.2,2.268,
366,11,car,2.2,0.461,
366,14,car,7.5,3.536,
366,18,car,8.5,4.062,
366,20,car,20.7,10.429,
366,22,truck,7.5,3.782,
366,26,car,36.6,17.218,
366,29,car,9.9,4.691,
366,34,car,38.0,16.482,
366,38,car,38.1,17.196,
366,39,car,14.3,6.624,
366,40,truck,4.7,5.882,
366,44,truck,34.6,15.309,
366,47,car,10.3,4.947,
366,48,truck,7.9,3.566,
367,2,car,4.2,2.278,
367,11,car,2.2,0.636,
367,14,car,7.6,4.09,
367,18,car,7.9,3.343,
367,20,car,21.3,10.122,
367,22,truck,7.6,3.048,
367,26,car,36.2,15.189,
367,29,car,9.8,4.629,
367,34,car,38.2,17.144,
367,38,car,38.0,16.597,
367,39,car,14.6,6.645,
367,40,truck,4.9,1.548,
367,44,truck,33.9,14.54,
367,47,car,10.6,6.313,
368,2,car,4.1,0.975,
368,11,car,2.4,1.308,
368,14,car,7.7,4.324,
368,18,car,8.1,4.244,
368,20,car,23.1,10.429,
368,22,truck,7.5,3.822,
368,26,car,36.8,16.979,
368,29,car,9.6,3.841,
368,34,car,38.5,17.786,
368,38,car,38.5,17.641,
368,39,car,14.6,6.811,
368,40,truck,4.3,0.218,
368,44,truck,33.9,14.727,
368,47,car,11.4,6.688,
369,2,car,3.8,2.067,
369,11,car,2.3,0.381,
369,14,truck,7.2,1.579,
369,18,car,8.3,4.233,
369,20,car,23.1,10.429,
369,22,truck,7.1,2.645,
369,26,car,37.1,17.87,
369,29,car,9.6,3.414,
369,34,car,38.7,17.578,
369,38,car,38.3,17.197,
369,39,car,14.4,5.994,
369,40,truck,4.2,2.259,
369,44,truck,34.4,17.57,
369,47,car,14.0,11.071,
370,2,car,3.8,1.555,
370,11,car,1.7,0.405,
370,14,truck,7.5,3.474,
370,18,car,8.7,4.675,
370,20,car,23.0,10.122,
370,22,truck,7.1,2.931,
370,26,car,36.8,15.542,
370,29,car,9.5,3.991,
370,34,car,38.5,16.848,
370,38,car,38.3,17.049,zone_1:exit
370,39,car,13.9,5.483,
370,40,truck,3.9,1.145,
370,44,truck,34.3,14.86,
370,47,car,15.6,7.958,
371,2,car,3.9,1.789,
371,11,car,1.4,0.812,
371,14,truck,7.5,3.058,
371,18,car,8.4,2.544,
371,20,car,23.1,10.429,
371,22,truck,7.5,4.064,
371,26,car,37.0,16.946,
371,29,car,9.4,4.091,
371,34,car,38.9,18.396,
371,38,car,38.2,16.373,
371,39,car,13.6,5.253,
371,40,truck,3.9,0.483,
371,44,truck,34.6,15.751,
371,47,car,15.7,6.947,
372,2,car,4.1,1.851,
372,11,car,1.7,1.216,
372,14,truck,7.2,2.416,
372,18,car,8.2,2.545,
372,20,car,23.0,10.122,
372,22,truck,7.6,3.429,
372,26,car,37.0,15.942,
372,29,car,9.0,3.56,
372,34,car,39.1,18.105,
372,38,car,38.1,17.247,
372,39,car,13.6,5.698,
372,40,truck,3.8,0.469,
372,44,truck,34.3,14.605,
372,47,car,16.3,7.003,
373,2,car,3.7,1.154,
373,11,car,1.8,0.916,
373,14,truck,7.0,3.031,
373,18,car,7.9,3.071,
373,20,car,23.0,10.429,
373,22,truck,7.4,3.256,
373,26,car,35.7,13.239,
373,29,car,8.7,3.576,
373,34,car,39.3,17.157,
373,38,car,38.4,18.206,
373,39,car,13.6,6.58,
373,40,truck,2.1,0.483,
373,44,truck,34.5,15.95,
373,47,car,18.0,10.2,
374,2,car,3.6,1.829,
374,11,car,1.8,0.711,
374,14,truck,6.8,3.423,
374,18,car,8.0,3.765,
374,20,car,23.1,10.429,
374,22,truck,7.5,3.277,
374,26,car,34.2,10.58,
374,29,car,8.6,4.578,
374,34,car,39.6,17.927,
374,38,car,38.8,17.745,
374,39,car,13.3,5.841,
374,40,truck,1.8,0.483,
374,44,truck,34.8,15.367,
374,47,car,18.6,8.209,
375,2,car,3.6,1.097,
375,11,car,1.6,0.61,
375,14,truck,6.7,4.048,
375,18,car,7.4,2.395,
375,20,car,23.0,10.122,
375,22,truck,7.2,2.968,
375,26,car,31.7,9.22,
375,29,car,8.7,3.964,
375,34,car,39.7,18.118,
375,38,car,38.5,16.616,
375,39,car,12.9,5.388,
375,40,truck,1.8,0.469,
375,44,truck,35.0,15.547,
375,47,car,18.6,6.971,
376,2,car,3.7,2.283,
376,11,car,1.8,0.93,
376,14,truck,7.3,3.323,
376,18,car,7.1,3.076,
376,20,car,23.0,10.429,
376,22,truck,7.8,4.45,
376,26,car,28.7,8.271,
376,29,car,8.9,3.945,
376,34,car,38.9,15.306,
376,38,car,38.3,16.676,
